"time_index","date","year","month","day","ATC","relative_humidity","Act_VP_kPa","SD_kPa","Corrected_SD_kPa","PAR","wind","rain","Dr..Inv.rel.dist.Earth.Sun.","Delta.Solar.decli.","WS.Sunset.hour.angle.","Ra.Extraterrst.radi.","Rso.Clear.sky.sol.rad.","Rns.sol.radi..MJ.m2.d","Rnl.Net.outgo.longwav.rad.","Delta.Slope.of.the.sat.vp.","ETwind..mm.day.","Etrad.mm.day.","ET0_potential_evp","X30day_run_total_rain","X30day_run_total_ET0","X30day_run_toal_ET0_rain"
11,"1996/1/11",1996,1,11,0.659250324955778,1.05451854622909,1.63040175398287,-0.983569472156329,-0.984843718467853,-1.19266150465761,-0.839759852914836,0.915473107670115,1.41880986582851,-1.34889465492638,-1.35797757332726,-1.63585317904085,-1.63585317901932,-1.1904816576335,-1.02073074768574,0.632438952660652,-0.782981396088327,-0.822124684892735,-0.9757831083338,NA,NA,NA
12,"1996/1/12",1996,1,12,-0.0637045033170825,0.852464464834735,0.960568168503275,-0.800158476383109,-0.80130905940767,-1.72463643119227,-0.455678125903601,0.971200913761398,1.41400698322365,-1.33988458285987,-1.34796659195178,-1.60242711563778,-1.60242711479912,-1.72192826303034,-1.57941968660283,-0.0840624536920945,-0.670610277904866,-1.54709552385693,-1.24636800430622,NA,NA,NA
13,"1996/1/13",1996,1,13,2.27810888328122,-1.35000380984676,-0.52501681023294,1.46731702304575,1.46769526588132,0.850848377067131,0.163006877142986,-0.582211681033122,1.40879261626151,-1.33048621733778,-1.33754636181474,-1.56783877699769,-1.56783877554045,0.850998750567239,1.0388675455361,2.33484701280832,1.10950699058964,0.786654777032628,1.19842388005297,NA,NA,NA
14,"1996/1/14",1996,1,14,2.52169888578787,-1.82545045723979,-1.10153169961581,2.12544830919657,2.12627029139332,1.65021159584855,-0.396331842637741,-0.582211681033122,1.40316838546291,-1.32070234653074,-1.32672255480729,-1.53212079628049,-1.53212079184723,1.64956809523199,1.93757622404721,2.6031570781204,0.774275936501062,1.95529596538623,1.52138217299315,NA,NA,NA
15,"1996/1/15",1996,1,15,1.14947520500041,-0.233943300705718,0.25423724022511,0.262927102045913,0.26249329533238,-1.53890108361925,-0.433200721116657,-0.37323240819081,1.39713586870345,-1.31053586251634,-1.31550096747753,-1.49530693783751,-1.4953069377818,-1.53637737521145,-1.4461797429748,1.13342347865654,-0.142095540590203,-1.26288155284769,-0.71958716338764,NA,NA,NA
16,"1996/1/16",1996,1,16,1.67217875204593,0.153476240684598,1.04859117172335,-0.0631309229436088,-0.0637845714770995,-0.751035998657419,-0.529475229144697,0.546276392315364,1.39069689973035,-1.29998977859698,-1.30388755219475,-1.45743209035588,-1.457432088826,-0.749294743700431,-0.624945780817376,1.68139899058877,-0.364052443933013,-0.407267442509746,-0.465882342479809,NA,NA,NA
17,"1996/1/17",1996,1,17,1.79295879495547,0.259624467776565,1.26972213103232,-0.156581913469349,-0.157298570529726,0.484689495854655,-0.461167657105693,-0.122457280780036,1.38385344022676,-1.28906721544562,-1.29188835482094,-1.41853223257993,-1.41853223028899,0.48520351312831,0.572107942949891,1.81007565519236,-0.374327776361641,0.848809208645846,0.138433458497628,NA,NA,NA
18,"1996/1/18",1996,1,18,1.13831066321885,0.281255213108396,0.943392948362772,-0.231772365616496,-0.232539719192759,-0.860916052130513,-0.659977706046323,-0.408062286997862,1.3766074092305,-1.27777140456934,-1.27950963936776,-1.3786443716099,-1.37864436482156,-0.859065671663541,-0.740933025308059,1.12187560086336,-0.491641301419411,-0.49456445036573,-0.602154468949225,NA,NA,NA
19,"1996/1/19",1996,1,19,0.611242795295093,-0.13266557256264,0.214161726563937,0.0951986862919555,0.0946517901362009,-0.121472685648352,-0.49521758712948,-0.582211681033122,1.3689610242964,-1.26610569177285,-1.26675766984686,-1.33780652919047,-1.33780652923181,-0.120356669835071,-0.0187241451132188,0.584041513682135,-0.253982223892798,0.117405195385415,-0.129425874117584,NA,NA,NA
20,"1996/1/20",1996,1,20,1.99696542205479,-1.22831296110907,-0.585988841731724,1.43595186300723,1.43630895815331,1.25951796430273,-0.587122725052072,-0.582211681033122,1.36091650297931,-1.2540735267679,-1.25363892841957,-1.29605769372086,-1.29605769359165,1.25926247523366,1.43175901308796,2.02919454070013,0.207235511312736,1.71564675226843,0.988002655833586,NA,NA,NA
21,"1996/1/21",1996,1,21,1.61331116810682,-0.709103448160581,-0.0137677573839817,0.741245792633408,0.741134488184502,1.24542870173506,-0.317401285894148,-0.582211681033122,1.35247627606048,-1.24167847702745,-1.2401598972472,-1.25343777912058,-1.25343777805244,1.24518720498959,1.36876234475167,1.61896432565448,0.188658125850997,1.45437831531538,0.84708241212886,NA,NA,NA
22,"1996/1/22",1996,1,22,1.54023416735483,-0.608112219955674,-0.0118355451181752,0.687216082019101,0.687068348502351,0.831495884229939,-0.210726341723765,-0.582211681033122,1.34364277432116,-1.22892421046787,-1.22632724547648,-1.20998759740661,-1.20998760239826,0.831665477342613,0.939975127465394,1.54171507661823,0.252797862688672,0.968639987489258,0.657594888321058,NA,NA,NA
23,"1996/1/23",1996,1,23,1.01245582859042,0.581363898341419,1.19458054291762,-0.434142096823961,-0.43504589645155,0.156749763676298,-0.577916632860455,1.51454702315141,1.33441868441433,-1.21581449891253,-1.21214764225416,-1.16574879013632,-1.16574879356031,0.157589468340411,0.229682378810575,0.992146895185905,-0.537813420971267,0.513836845748962,-0.144863050898336,NA,NA,NA
24,"1996/1/24",1996,1,24,-0.257257059475491,0.710002370579727,0.751602990127161,-0.701121909412153,-0.702205717882933,-0.974682798725721,-0.762580011527586,0.469650658939849,1.32480669299296,-1.20235322848246,-1.19762785021968,-1.1207638078404,-1.12076381084026,-0.972719433243026,-0.875188379484038,-0.271459556723911,-0.684088938740226,-0.661338269568943,-0.824797551886391,NA,NA,NA
25,"1996/1/25",1996,1,25,-0.312064810039487,0.60643264293129,0.624220107418434,-0.596392351064341,-0.597405546530851,-0.911524035491371,-0.664673480709734,2.00216532645014,1.31480969993644,-1.18854437535141,-1.18277469434097,-1.07507584832145,-1.07507584501685,-0.909623394649563,-0.820882168987445,-0.324189122273411,-0.621221651478387,-0.648263461223894,-0.772235915022315,NA,NA,NA
26,"1996/1/26",1996,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,"1996/1/27",1996,1,27,-0.395900369235525,0.50794828918537,0.430283246665261,-0.521577851177929,-0.522540603611134,-0.716298678878527,-0.125786973799504,-0.115491305018625,1.29367243637141,-1.15990039716979,-1.15209590256494,-0.98176729894636,-0.981767300482552,-0.714591922494218,-0.641066683758487,-0.404560910038121,-0.432659325096545,-0.725884988450512,-0.671498583662756,NA,NA,NA
28,"1996/1/28",1996,1,28,-0.0351841738569287,0.661655506013548,0.80312865054867,-0.661861751898178,-0.662919089545306,-0.841239668199812,0.173169928152264,-0.0736954504501627,1.28253852001039,-1.14507374746517,-1.13628410358888,-0.934236470847014,-0.934236474849936,-0.83940882910549,-0.755003465204133,-0.0562924465761392,-0.475386017564385,-0.939743818554594,-0.807068468936229,NA,NA,NA
29,"1996/1/29",1996,1,29,0.173288269955013,0.761285859512148,1.0435817325157,-0.723088262932284,-0.724186882028061,0.248977752553125,-0.348335536046477,1.11052042898961,1.27103201179224,-1.12991647614222,-1.12016673926809,-0.886182099914078,-0.886182096600491,0.249725862584146,0.290751107667013,0.147923115315264,-0.613238227246852,0.37127286327531,-0.26972884410864,NA,NA,NA
30,"1996/1/30",1996,1,30,0.182422895049011,0.72160561807561,0.997065511301843,-0.674644128763193,-0.675710084818022,0.426551044569702,-0.430010858391117,1.18714616236512,1.25915640863033,-1.11443307198244,-1.10375072806319,-0.837650441594982,-0.837650442169144,0.427122801020118,0.45593892610622,0.156920755986737,-0.603102789323536,0.6054644717305,-0.148201220967374,1.39623912019003,-0.698800818324668,-0.183334480229563
31,"1996/1/31",1996,1,31,0.956633119682645,-0.362223648021313,0.134010699241592,0.333606127064232,0.333219975075631,1.56041279017304,-0.0202989552944385,-0.575245705271712,1.24691520743806,-1.09862811382007,-1.08704314425601,-0.788688231236566,-0.7886882336033,1.55985847280614,1.59922390129652,0.934868951694932,0.18195071833128,1.47479798228631,0.852100975557079,1.38540894185128,-0.636339821324554,-0.183114666347021
32,"1996/2/1",1996,2,1,-0.154238787582054,0.386543940385852,0.36158236610325,-0.37253963352912,-0.373401898225479,-0.705448327245959,-0.457087600131165,-0.338402529383758,1.23431203306467,-1.08250628785989,-1.07005096863565,-0.739342622383716,-0.739342621747269,-0.703752346795855,-0.649312915117874,-0.171947611358086,-0.453131739884635,-0.519560392065965,-0.586035191539742,1.17891354152596,-0.610300277568672,-0.182269598095815
33,"1996/2/2",1996,2,2,0.054436647898643,0.823384721110485,1.02998468323781,-0.772982498678498,-0.774114758533745,-0.777999932192084,-0.310353914756327,3.09582352099157,1.2213505530047,-1.06607235650513,-1.05278124431972,-0.689661118222334,-0.689661118980006,-0.77623189848154,-0.70288670614909,0.0312331112730121,-0.634756553026656,-0.654709981345984,-0.78532112233283,1.48143652312145,-0.602837794851269,-0.183341649036188
34,"1996/2/3",1996,2,3,-0.00747581107179702,0.735787365015023,0.925502094049749,-0.740865434118502,-0.741976039319107,-1.16675021717685,-0.060654427915223,1.15928225931948,1.20803469062439,-1.04933119299314,-1.03524095209729,-0.639691530445072,-0.639691531952858,-1.16459610328698,-1.07874126227391,-0.0292746774976889,-0.575173155880561,-1.13409109284206,-0.975059721490115,1.64100115064557,-0.638234258034983,-0.183937982187399
35,"1996/2/4",1996,2,4,-0.397828790088703,0.348152948671079,0.26926555784805,-0.415344483787174,-0.416235609285791,-1.3383315239635,0.290453020456419,0.406956877087155,1.19436836928996,-1.03228775022326,-1.01743710392174,-0.589481938117118,-0.589481944773995,-1.33600700723741,-1.28192356435921,-0.406405599759133,-0.234888091490843,-1.42030571574862,-0.864452898240428,1.60273452051535,-0.623971258722711,-0.183784215859515
36,"1996/2/5",1996,2,5,0.470772560516257,-0.0728587104696635,0.137588870104196,0.0806439630549006,0.0800872535021425,0.496997357408016,0.105960262353678,-0.254810820246833,1.18035559765825,-1.01494707461115,-0.999376649417928,-0.539080612263418,-0.539080609707232,0.497499151432814,0.51253438686165,0.443103778634204,0.0820704675862675,0.366998200371685,0.239076192300997,1.6049005561831,-0.610603245718926,-0.18375413126749
37,"1996/2/6",1996,2,6,0.042866122779577,0.601777018936029,0.775218917820353,-0.598755479560394,-0.599770268345975,0.157802409730204,0.0592250642818134,-0.470756068850556,1.16600051232192,-0.997314295698034,-0.981066507046495,-0.488535961023043,-0.488535955579823,0.158641068774993,0.166399791399299,0.019910495324096,-0.448861782679167,0.0444022323938081,-0.308177758799686,1.47205036856121,-0.633426117470721,-0.183398005233391
38,"1996/2/7",1996,2,7,0.835853076773098,0.366918694621211,0.871829531110679,-0.319691487162839,-0.32051811945089,-0.35661761953624,-0.579719276214656,-0.415028262759273,1.15130746310008,-0.979394636541412,-0.962513595268069,-0.437896488514938,-0.437896495296843,-0.355268073742876,-0.325786280022488,0.811490718713048,-0.488149800596265,0.00484930874815278,-0.356312354071941,1.27060905146063,-0.591059247239449,-0.182565192312503
39,"1996/2/8",1996,2,8,0.362375009400799,0.586162772305766,0.916198849806977,-0.558367465264212,-0.559355022778403,-0.780267169846651,-0.418364150300192,5.34583369192713,1.13628067187593,-0.961193399860812,-0.943724801379058,-0.3872107537037,-0.387210750171152,-0.778496884623151,-0.727836822604325,0.335029425784488,-0.54136708157779,-0.56198478594498,-0.671533247254062,1.50165285602044,-0.570990273432332,-0.18331762247965
40,"1996/2/9",1996,2,9,-0.663443388655328,0.43080818083311,0.172654944557723,-0.446709643825698,-0.447621917013799,-1.67311345549224,0.221314600451693,4.34969915804545,1.12092465904973,-0.942715974964908,-0.924706919183143,-0.336527260708283,-0.336527258331174,-1.6704564566673,-1.62441077319609,-0.658758662113008,-0.276970739889929,-1.69530742976341,-1.02933376158043,1.65038730520581,-0.577932665568876,-0.183802490852766
41,"1996/2/10",1996,2,10,0.962722869745311,0.358108821522485,0.883279677871014,-0.273503066558163,-0.274298556700742,0.41181399981502,0.57420243732131,1.11748640475102,1.10524394502172,-0.923967827360827,-0.905466711319773,-0.285894458801979,-0.285894465419726,0.412400392109202,0.383344158162138,0.941109387392639,-0.0474902377755604,0.117203635667918,0.022198679807326,1.67132564999404,-0.515075342572708,-0.183695676015245
42,"1996/2/11",1996,2,11,-0.401381144291924,0.668388254560542,0.579850788722136,-0.652355530448146,-0.653406458607194,-1.56230221512531,0.930428502624633,1.23590799269499,1.08924322077327,-0.904954516071977,-0.886010878099933,-0.235360666999681,-0.235360665739534,-1.55975526611343,-1.49145409643142,-0.409803367504582,-0.338124385205576,-1.79045580424491,-1.12061632532534,1.69876210178552,-0.507154943061682,-0.18375635967108
43,"1996/2/12",1996,2,12,1.03782978718486,0.204759729617019,0.766631307750101,-0.164960278137174,-0.165682584237892,-0.114185136044388,0.335630378592555,-0.045831547404521,1.07292717728575,-0.885681662465953,-0.866346150998824,-0.184973998645106,-0.184973993845468,-0.113076357612013,-0.119396573433268,1.01823576633202,-0.0314972084006589,-0.220376396677308,-0.130493738678156,1.75435701725772,-0.590856074357969,-0.184138556680337
44,"1996/2/13",1996,2,13,0.827733410022877,-0.691770201901299,-0.432700001977739,0.644572354158505,0.644395868474888,0.187357472012945,0.291269031851324,-0.561313753748891,1.0563006334764,-0.866154971035934,-0.846479074506246,-0.134782327132264,-0.134782332058915,0.188166779031136,0.172666774722576,0.803223472506305,0.641053890531306,0.048744302594282,0.494767434111126,1.75652305292547,-0.655516828788192,-0.184314440466575
45,"1996/2/14",1996,2,14,1.65593941854548,-0.118913575530483,0.65857054769944,0.231132282280834,0.230677038183441,1.63328828621268,0.444011528406831,1.03389469561409,1.03936853619831,-0.846380225937118,-0.826416224276224,-0.0848332379155198,-0.0848332347977402,1.63266159382525,1.51555522919523,1.66415731250663,0.344419987919956,1.40059522571151,0.935331454283875,1.90236945455385,-0.551282707091839,-0.184438208604214
46,"1996/2/15",1996,2,15,1.43264858291439,0.0143088957185439,0.709380573948426,0.0833293363458702,0.0827744373829651,1.1315000095931,0.237857376912051,0.302467240665999,1.02213587494985,-0.826363277132454,-0.806164051305831,-0.0351739393854138,-0.0351739369840837,1.13137165894531,1.03402948505168,1.42850120413877,0.123319903429472,1.04906108319282,0.601634319984671,1.87709903843012,-0.484045768419898,-0.184200815643945
47,"1996/2/16",1996,2,16,0.802359451428434,-0.194334684253722,0.169792407867639,0.177532231393082,0.177040847922222,-0.647552794281138,0.326505887540429,-0.582211681033122,1.00460780981052,-0.806110054246912,-0.785729006592154,0.0141487714098645,0.0141487720723958,-0.645914311586774,-0.650630337421832,0.777409830377181,0.265359124862352,-0.708194635635458,-0.150002819247166,1.82944625373966,-0.502212764927975,-0.184117185580901
48,"1996/2/17",1996,2,17,1.07741316259219,-0.699434075247345,-0.437351624099125,0.768851430064575,0.768758738479358,0.257884757624636,1.14652315656644,-0.54738180222607,0.986789458214576,-0.785626552713213,-0.765117354146848,0.0630885430430095,0.0630885486745041,0.258624021878145,0.221643262931848,1.05900078793762,1.31753013271379,-0.261432421150745,0.84072268170736,1.81500601595467,-0.411333957071534,-0.183842396531981
49,"1996/2/18",1996,2,18,0.0280477309604228,-0.356422024273371,-0.353550862496923,0.241068163457421,0.240619618542485,0.65983360466991,1.50415869609733,-0.505585947657608,0.968686108177368,-0.764918830308267,-0.744335420310042,0.111599586254589,0.111599587223139,0.66017368095787,0.60949714310402,0.00541946914388847,0.90010520554837,-0.231036554218876,0.548820724235205,1.82294814673641,-0.368614974820043,-0.1837548259124
50,"1996/2/19",1996,2,19,-0.201637342236472,-0.0276633452233538,-0.125406688297248,-0.0266635536522423,-0.0272926143755285,-0.0872212025097237,0.497942463324681,-0.247844844485423,0.950303175650128,-0.743993021007435,-0.723389375600681,0.159636667097347,0.159636662256181,-0.0861392028309049,-0.126858358100614,-0.217797816706156,0.190439585796262,-0.391040831212469,-0.0505575524117646,1.85760471742039,-0.434028107844865,-0.184020170357186
51,"1996/2/20",1996,2,20,1.99087567199213,-1.36891280576598,-0.879971359803325,1.57204658139357,1.5724954372334,2.08357787896424,0.567080883329407,-0.582211681033122,0.931646033938785,-0.722855321130268,-0.702285359373473,0.20715518234897,0.207155187302987,2.08250399096086,2.04340158993574,2.02262126356224,1.63443958110841,1.71949059323181,2.03853229643201,1.85760471742039,-0.35898530455839,-0.183828550646517
52,"1996/2/21",1996,2,21,1.80716821176836,-1.51330877460363,-0.942732476733411,1.57403375762888,1.57448395330521,2.54350323174772,0.0827410290259103,-0.582211681033122,0.912720226930444,-0.70151198241337,-0.681029417490413,0.254111234924848,0.254111231699948,2.54197257768398,2.50335394436193,1.82526540265676,1.12821847873245,2.49488073070438,2.04429114452294,1.85760471742039,-0.271645018262473,-0.183605529479026
53,"1996/2/22",1996,2,22,-0.453651498996477,-0.834662046063562,-1.03590804599564,0.606654883290015,0.606452832077673,-0.350949525399824,-0.571611090263458,-0.045831547404521,0.893531383802739,-0.679969329328231,-0.659627502320793,0.300461647589484,0.300461646707227,-0.349605608994583,-0.408426497861711,-0.459726033952248,-0.0549138082856805,-0.0713240620190719,-0.0750923519590622,1.69587405422852,-0.267250549109146,-0.183106883706564
54,"1996/2/23",1996,2,23,-0.220312575761982,-0.634828339190021,-0.809481393810013,0.563205543442128,0.562974196885964,0.491572181591732,-0.570757987441511,-0.582211681033122,0.874085176378604,-0.658233734836266,-0.638085535069654,0.346164045224967,0.346164040285414,0.492079363583633,0.428933209291515,-0.235832689524758,-0.0792550089690019,0.777954610124599,0.32072709269971,1.58685025895186,-0.195100321699018,-0.18255311435996
55,"1996/2/24",1996,2,24,-0.271161988785245,-0.225563177514247,-0.365001009257258,0.210562322872007,0.21009320965634,0.361610880321049,-0.665526583531681,-0.37323240819081,0.854387319126278,-0.636311630779512,-0.616409312285105,0.391176895965203,0.391176894804482,0.362247130890914,0.286911218867593,-0.284851305104119,-0.305660226316393,0.723455062079433,0.127824775846394,1.34064420471782,-0.138410503347331,-0.181477144336434
56,"1996/2/25",1996,2,25,0.641488553939668,-0.974115890967786,-0.712584526850678,0.899253157074056,0.899248387732103,1.95094447617211,-0.457384331547495,-0.582211681033122,0.83444369709511,-0.614209514807759,-0.59460463051524,0.435459559185869,0.435459558636001,1.95000230793585,1.85439691318333,0.614519304688448,0.16696288751679,2.25927165926993,1.2232248311577,1.34064420471782,0.0853329821625502,-0.180811869170888
57,"1996/2/26",1996,2,26,-0.63380660501702,-0.944534772351738,-1.36810542887986,0.875514457181885,0.875493682225632,0.876678691774513,-0.484831987557955,-0.582211681033122,0.814260152689187,-0.591933922670022,-0.572677099322732,0.47897233349433,0.478972330230961,0.87680341207563,0.819044829972158,-0.630771311447923,0.166572510928403,1.02258307025713,0.620516658825591,1.29226940813811,0.166709837679502,-0.180357834544067
58,"1996/2/27",1996,2,27,-1.77137191672307,-0.65466845990829,-1.36080596032014,0.322005314447243,0.321611340710478,-0.393379258649567,-0.566878224173006,-0.582211681033122,0.793842741538995,-0.56949144899594,-0.550632359434505,0.521676504719611,0.521676508566476,-0.391993203787766,-0.47562990907298,-1.67502678988921,-0.151356733289989,-0.237895950431969,-0.227096327679755,1.23956254022291,0.203239057643855,-0.180006872922327
59,"1996/2/28",1996,2,28,-0.297043426551576,-0.194334684253722,-0.381389031807988,0.181775121192814,0.181286598453922,0.0403109155596372,-0.591670134007318,-0.401096311236452,0.773197433984496,-0.546888740368639,-0.528475958084757,0.563534414469424,0.563534418369124,0.0412662592554024,-0.0410418928364812,-0.309752158935827,-0.262829024399046,0.35494130234843,-0.0202165163952451,1.08288596025579,0.218954452054607,-0.179188716411849
60,"1996/2/29",1996,2,29,-0.699372914025058,0.44549130266432,0.237777654257127,-0.48183432647158,-0.482770282174959,-0.960674508931436,-0.770569504912252,-0.0806614262115731,0.752330370946743,-0.524132484934039,-0.506213317850749,0.604509466985907,0.604509468969422,-0.958725055433269,-0.980445071012727,-0.692631763462835,-0.61092942711272,-0.602889607841532,-0.742570849422425,0.951479796412401,0.181518414232149,-0.178602519841391
61,"1996/3/1",1996,3,1,-0.114147933002834,-1.15282022740129,-1.0789892231814,0.822934848144702,0.822878621839125,1.24437605568116,-0.485499633244696,-0.568279729510302,0.731247735992096,-0.501229419327983,-0.483849830145489,0.644566197702643,0.644566196340752,1.24413560455501,1.15057323674042,-0.133079977092818,0.123628021692446,1.47361398169023,0.808670841243867,0.95220180830165,0.17878299136752,-0.178615871457841
62,"1996/3/2",1996,3,2,0.571963907390895,-1.86770919811986,-1.85581011745288,1.68638977612305,1.68691572687882,0.579508613479558,-0.507086843782652,-0.456824117327735,0.709955797977502,-0.478186325212672,-0.461390824053531,0.68367030752323,0.683670305138258,0.57992846284708,0.50658787005334,0.544530859243245,0.485781495931612,0.926009600212343,0.80801641071587,0.939927606184411,0.266586550306605,-0.178247192388463
63,"1996/3/3",1996,3,3,0.446718047768726,0.636443511454592,0.997781145474364,-0.581193138237453,-0.582196085765395,-0.436456774086329,0.131701712720245,0.281569313381768,0.688460783114591,-0.455010022349533,-0.438841566330932,0.7217887176669,0.721788719145553,-0.435027937651619,-0.483731491865633,0.419069841597081,-0.424176081914931,-0.444326187409297,-0.528111210074743,0.648234802927657,0.28278677227489,-0.17629428888264
64,"1996/3/4",1996,3,4,-0.202449308911494,0.931753322723269,1.0228283415126,-0.883727293198082,-0.884934221778869,-0.983751749343987,-0.581158423583853,3.40232645449363,0.666769130841437,-0.431707372062784,-0.416207230241063,0.758889590235644,0.758889589682488,-0.981779377001825,-0.974888107397685,-0.218582547058167,-0.725448487108601,-0.700143395114641,-0.874089960972738,0.880722631265961,0.289146296442921,-0.177818027243794
65,"1996/3/5",1996,3,5,-0.0160014611595297,-0.0432775918536153,0.0959389612634778,-0.0562026598529073,-0.0568516370645771,-0.179530164159928,-0.557494093131591,-0.178185086871319,0.644887195305546,-0.408285273775871,-0.393492989047273,0.794942383059862,0.794942379682995,-0.178356489508952,-0.267827356947827,-0.0375918908771607,-0.350879301295993,0.153489829351386,-0.183044583003082,0.820073632569012,0.332064416777014,-0.177287720936226
66,"1996/3/6",1996,3,6,0.271840725135827,0.0973222528032875,0.322222486614598,-0.0748928579580554,-0.0755544368751025,0.135211005957917,-0.528985622307754,0.65076602873652,0.622821501235549,-0.38475065808433,-0.370703891355981,0.829917863409772,0.829917863695072,0.136072101408484,0.0217056808505077,0.24521930326753,-0.347847337508035,0.492433061673958,-0.0157092475614186,0.913935178171433,0.316016898843721,-0.177925097347754
67,"1996/3/7",1996,3,7,0.482850564807213,-0.196411808805454,0.11103884230367,0.0864443693633948,0.0858915706847193,0.283553126785263,0.440228202848632,-0.575245705271712,0.600578573360098,-0.361110490219361,-0.347844923445108,0.863788176552475,0.863788178327484,0.284266898921736,0.157474406251775,0.45518272829052,0.250479065242399,0.073911468809091,0.22004692003616,0.903104999832692,0.349286834577549,-0.17774528723586
68,"1996/3/8",1996,3,8,0.628294095470558,-1.99312454605376,-2.16188685304008,1.87280838998215,1.87346003188553,2.21669711839664,1.49065741665435,-0.582211681033122,0.578164979053115,-0.337371773511387,-0.324921133921079,0.896526845751947,0.896526847473109,2.2154910261688,2.19587717763523,0.601217934090604,2.95753103361074,0.988515114695548,2.65461529197722,0.885776714490706,0.538928424724647,-0.176980363625251
