"time_index","date","year","month","day","ATC","relative_humidity","Act_VP_kPa","SD_kPa","Corrected_SD_kPa","PAR","wind","soil_moist","STC","ET_mm","rain","water_surplus","X10day_run_mean_corrected_SD","X30day_run_mean_corrected_SD","ET0_potential_evp"
30,"1996/1/30",1996,1,30,-0.640747289531516,0.0117133754552476,-0.776666245330144,-0.0777826269737564,-0.0783447483854676,1.04658205771987,2.05676760179186,-0.0986081757737859,-1.35836167301209,-0.071596917218028,0.565962004244012,0.491616719329769,-0.0746430150456055,-0.660911407698553,0.839170944104003
31,"1996/1/31",1996,1,31,-0.711631398101903,-0.666793524273478,-1.57392735373483,0.415856626478415,0.415773531031614,1.35031662369973,2.4460606169413,-0.0986586341113939,-1.29323946873824,0.421207602464598,-0.516468408329551,-0.57753734085345,-0.152387483105427,-0.610713184141434,1.16156384968051
32,"1996/2/1",1996,2,1,-2.18045779974395,0.837790274273578,-1.31655908330322,-1.07125001808323,-1.07277619709835,-0.962138836103536,0.434686190532416,-0.098921098851371,-1.79100522813832,-1.0705903870566,0.353341744631348,0.674907784013122,-0.383542482487091,-0.599875208574668,-1.04387823479337
33,"1996/2/2",1996,2,2,-1.80988644734434,1.1919232614127,-0.603152298598056,-1.29257836650988,-1.29431932185189,-1.31389547822564,0.136396737365965,-0.0987347285398833,-2.05084927093396,-1.29215487293499,4.85702542551778,4.46693836384151,-0.547532480140434,-0.631834963105085,-1.35757751334544
34,"1996/2/3",1996,2,3,-2.4630969668284,1.32356340294933,-1.17658686605094,-1.44561259412753,-1.44750205339834,-2.32331141374388,1.39560552243878,-0.0988901727734822,-2.71948021976541,-1.44495490507152,4.53809503609879,4.25887866699836,-0.751574495979466,-0.70401586676071,-2.18629177047976
35,"1996/2/4",1996,2,4,-2.39311012545511,1.41214041307903,-1.01339345146649,-1.49672498745797,-1.49866404603306,-1.99346864307656,0.131667161563981,-0.099022015526587,-2.93354528727943,-1.49642836156841,2.68250004311553,2.74773716918451,-0.876229166756704,-0.707117983113662,-1.93982655239827
36,"1996/2/5",1996,2,5,-1.98664808517176,0.902735078143383,-1.1327246044235,-1.05346238585731,-1.05497130381057,-0.693458359459581,0.656486986763348,-0.0991794943705732,-2.68982060197732,-1.05276667616095,0.324348072865985,0.644610225922507,-0.952766285610377,-0.702508772926071,-0.81285319111069
37,"1996/2/6",1996,2,6,-1.98395628358048,1.0748125503914,-0.919863628878557,-1.21558518468528,-1.217251426088,-0.762046852177514,0.415604798503727,-0.099247450357513,-2.53958819013766,-1.2147560187717,1.01053163797958,1.26839097884888,-0.964630283289056,-0.715217832600858,-0.892886482178039
38,"1996/2/7",1996,2,7,-1.84577713522808,1.13275521907309,-0.714098019185115,-1.25345423139496,-1.25515722080043,-1.25290541527705,0.444145342136383,-0.0992889564094164,-2.48284805176045,-1.25291163400161,0.517639217968407,0.87578147049663,-1.04786570938232,-0.705052631397614,-1.29487031420431
39,"1996/2/8",1996,2,8,-1.16116226384574,0.928117818200313,-0.187750879655808,-1.01477103984764,-1.01624241184153,-0.440785241529709,1.32890219474874,-0.0992897702535714,-2.2919948590371,-1.01203627828609,3.53298108156619,3.27495292037112,-1.21500914879784,-0.7200601553295,-0.561181366560844
40,"1996/2/9",1996,2,9,-2.03151144502643,1.56636244059735,-0.465115181123456,-1.58345592415077,-1.58547914615158,-2.13865943910916,-0.894487698645594,-0.0993890592404774,-2.7742860352434,-1.58330507943337,3.65862032588277,3.58356099498489,-1.4068067692631,-0.743384292308821,-2.07838692226238
41,"1996/2/10",1996,2,10,-1.36753371917725,1.39498518186814,0.126380317587787,-1.43964010447503,-1.44152376806084,-1.61651560783932,-0.245231103207845,-0.0994126607209715,-2.86906785730533,-1.43951678655416,3.75526589843398,3.61161989574617,-1.64316605015437,-0.766264687888845,-1.62532329789576
42,"1996/2/11",1996,2,11,-1.23742997559869,1.52960123085973,0.402454552536984,-1.5408261972833,-1.54280805153245,-2.19000456187053,-0.418431430852881,-0.0994537598507974,-2.96256013076778,-1.54062139817268,5.43689886082505,5.03412331012163,-1.70298220945441,-0.777530043604692,-2.13032251962169
43,"1996/2/12",1996,2,12,-0.38502613835987,1.003740878232,0.830111603404544,-1.06553720189388,-1.0670578372103,-0.433186811760366,0.390162942465472,-0.0994334137469232,-2.70400563657162,-1.06444198367168,3.19472157763695,3.01492609982955,-1.67406095860759,-0.835314850672017,-0.532676495021976
44,"1996/2/13",1996,2,13,0.626193992764501,-0.0115687240452471,0.755932778593429,-0.0167593631330092,-0.0172622677631562,0.768783465352708,0.759232943840913,-0.0993829554093152,-2.21462194306818,-0.0149960918333464,-0.216867133420797,-0.174005415424616,-1.4920489310232,-0.854890684733304,0.716302843160713
45,"1996/2/14",1996,2,14,0.478144905244072,-0.581367474978427,-0.0935760238086515,0.49068586277675,0.49067538138337,1.20777008122686,1.85828850692933,-0.0993642369937509,-1.76972767624687,0.495343585517475,3.89056970000567,3.02869264739215,-1.23888599542719,-0.766401694188466,1.18244708601524
46,"1996/2/15",1996,2,15,0.226910090057895,0.154556933292874,0.52952610460472,-0.250725153433065,-0.251455097723593,0.686011237065336,0.418051130815097,-0.0993508085651939,-1.6304564275028,-0.249922811782942,-0.352170934992492,-0.201219840467357,-1.13663068457954,-0.78194294332849,0.58475007257976
47,"1996/2/16",1996,2,16,0.195505738159623,-0.0185708592333671,0.237971071434075,-0.0822403547578678,-0.0828068019344735,0.457349157206586,1.52232553616777,-0.0993573193184337,-1.46088078667091,-0.0788995335127575,-0.265189919696402,-0.190902896547465,-0.99226148977862,-0.782740454587646,0.429229169886945
48,"1996/2/17",1996,2,17,-0.174168347042899,-0.171042352954656,-0.279345602466054,-0.0102675265542063,-0.01076413152674,0.134466548207988,1.13091236634848,-0.0994614913702696,-1.6917099859782,-0.00813740358084995,-0.410158278523219,-0.335802183045523,-0.833900275410561,-0.739269956261642,0.13071181938702
49,"1996/2/18",1996,2,18,-0.0575236114207427,-0.329115554826442,-0.346429061425673,0.0942077634539949,0.0938125409713166,0.527862585466085,1.67986933702004,-0.0994883482273835,-1.53696415404036,0.0970513460262111,0.0247467979572306,-0.0150527782897327,-0.692634905281158,-0.711608584972911,0.506213290492861
50,"1996/2/19",1996,2,19,-1.69324171172218,0.326634405540895,-1.463626666407,-0.582977349536197,-0.58402971030337,-0.870451116886802,0.643276792281947,-0.0995851956818246,-1.89030047029844,-0.582824450653315,0.430658202672317,0.563572423950974,-0.565190651406609,-0.756152656147779,-0.856173248143397
51,"1996/2/20",1996,2,20,-1.66183735982391,-0.508195162262583,-2.22734604533187,-0.0412119475798334,-0.0417385809203235,-0.658910832108304,3.31630256450619,-0.099663731642779,-2.1804489051819,-0.0368817443154235,-0.477810179309067,-0.381252503557477,-0.387054269904061,-0.806586041236416,-0.506034032484631
52,"1996/2/21",1996,2,21,-1.93640112213452,-0.249816373820995,-2.17961358414907,-0.330618022262866,-0.331425494339754,-1.03508376188922,0.932759449127465,-0.0997670898504599,-2.38871100399826,-0.330406965839748,-0.303848148716887,-0.132498637183199,-0.232893969212189,-0.857332296126721,-0.939648731574675
53,"1996/2/22",1996,2,22,-1.36573918478306,-0.409815162869513,-1.77388766409523,-0.0670927360739944,-0.0676444840495025,0.0868497216534412,3.16038965186151,-0.0997882497984891,-2.22558310616378,-0.0606984837812127,-0.352170934992492,-0.269136401793283,-0.105708826811106,-0.860256499987159,0.0897862357874988
54,"1996/2/23",1996,2,23,-0.688302450977469,-1.32691981913339,-2.28668910518077,0.929966804609079,0.930382600047527,1.35051924849358,3.53810336073713,-0.0997674967725374,-1.88836614739922,0.939715555792504,0.0247467979572306,-0.317502553559816,0.0148882685518627,-0.823695725096312,1.35219104642034
55,"1996/2/24",1996,2,24,-1.45008230130985,-0.557735268718525,-2.19831954866665,0.200067978599007,0.199775482533142,0.560383864878871,2.68841060458775,-0.0997927259413414,-1.83227078332175,0.206745965261935,-0.497139293819309,-0.484629078309996,-0.0221315940932728,-0.789760596523984,0.503342692322754
56,"1996/2/25",1996,2,25,-1.06605194095383,-1.45243309238042,-2.71434615604833,0.930572709356434,0.930989092762926,1.13695271577659,1.70580045952057,-0.099854578097119,-2.0405328821381,0.935498239391292,-0.516468408329551,-0.762126986122859,0.128346015869344,-0.72440557333137,1.06620383576093
57,"1996/2/26",1996,2,26,-0.82378979773859,-1.15746814758091,-2.21702551318424,0.755596074102434,0.75584266073739,0.674664248609784,1.3259665959751,-0.0979184428524507,-1.91286757078938,0.75814898651929,-0.50680385107443,-0.690505885088246,0.235072377886793,-0.635669151851028,0.671240575485353
58,"1996/2/27",1996,2,27,-1.17641580619633,-0.848148825645759,-2.18154868392675,0.49925508706077,0.499252921215439,1.49377497774492,1.79109591277702,-0.0799853868977363,-2.00829416715105,0.504666074404364,-0.516468408329551,-0.607492328605413,0.299977045484884,-0.583728672927752,1.29713261956518
59,"1996/2/28",1996,2,28,-0.773542834701353,-1.07379263208289,-2.10091952652336,0.792902494975287,0.793185283642661,1.17524880181407,2.49987992779145,-0.0553572420021798,-1.90255118199352,0.801653934658104,-0.516468408329551,-0.714087471190855,0.388979080115273,-0.560314564408995,1.14756004925317
